dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cnt_check,day_of_year,windspeed_binned,hum_binned,temp_combined,temp_binned,hour_bin,rush_hour,temp_diff_perceived,weather_intensity,temp_prev,hum_prev,windspeed_prev,weather_change_indicator,temp_median,daily_rentals,Weather Discomfort Index
2011-03-07,1,0,3,1,0,1,1,3,0.2,0.1818,1.0,0.3284,2,2,03-07,Low Wind,High Humidity,0.19090000000000001,Low Temp,Early Morning,0,-0.01820000000000002,0.25926,0.2,1.0,0.3284,0,0.9727622705564187,559.0,1.6420000000000001
2011-03-07,1,0,3,3,0,1,1,1,0.2,0.1515,0.8,0.5821,1,1,03-07,Medium Wind,High Humidity,0.17575000000000002,Low Temp,Early Morning,0,-0.048500000000000015,0.08910500000000002,0.2,1.0,0.3284,1,0.9727622705564187,521.0,2.3284
2011-03-07,1,0,3,4,0,1,1,1,0.2,0.1515,0.8,0.5224,1,1,03-07,Medium Wind,High Humidity,0.17575000000000002,Low Temp,Early Morning,0,-0.048500000000000015,0.08612000000000002,0.2,0.8,0.5821,0,0.9727622705564187,490.0,2.0896
2011-03-07,1,0,3,5,0,1,1,1,0.2,0.1818,0.75,0.3582,1,1,03-07,Medium Wind,High Humidity,0.19090000000000001,Low Temp,Early Morning,0,-0.01820000000000002,0.07541,0.2,0.8,0.5224,1,0.9727622705564187,480.0,1.3432499999999998
2011-03-07,1,0,3,6,0,1,1,1,0.2,0.1818,0.75,0.3881,34,34,03-07,Medium Wind,High Humidity,0.19090000000000001,Low Temp,Morning,0,-0.01820000000000002,0.07690500000000002,0.2,0.75,0.3582,0,0.9727622705564187,511.0,1.4553749999999999
2011-03-07,1,0,3,7,0,1,1,1,0.2,0.1667,0.75,0.4179,91,91,03-07,Medium Wind,High Humidity,0.18335,Low Temp,Morning,0,-0.033300000000000024,0.078395,0.2,0.75,0.3881,0,0.9727622705564187,600.0,1.5671249999999999
2011-03-07,1,0,3,8,0,1,1,1,0.2,0.1818,0.75,0.3881,211,211,03-07,Medium Wind,High Humidity,0.19090000000000001,Low Temp,Morning,1,-0.01820000000000002,0.07690500000000002,0.2,0.75,0.4179,0,0.9727622705564187,806.0,1.4553749999999999
2011-03-07,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,134,134,03-07,Medium Wind,Medium Humidity,0.2009,Low Temp,Morning,0,-0.03820000000000001,0.07713500000000001,0.2,0.75,0.3881,1,0.9727622705564187,931.0,1.3460363636363637
2011-03-07,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,58,58,03-07,Low Wind,Medium Humidity,0.22605,Low Temp,Morning,0,-0.02789999999999998,0.068925,0.22,0.64,0.4627,1,0.9727622705564187,967.0,0.74625
2011-03-07,1,0,3,11,0,1,1,1,0.26,0.2121,0.48,0.4478,60,60,03-07,Medium Wind,Medium Humidity,0.23605,Low Temp,Morning,0,-0.0479,0.07239000000000001,0.24,0.6,0.2985,1,0.9727622705564187,996.0,0.8267076923076921
2011-03-07,1,0,3,12,0,1,1,1,0.3,0.2727,0.42,0.4179,96,96,03-07,Medium Wind,Medium Humidity,0.28635,Low Temp,Afternoon,0,-0.02729999999999999,0.071895,0.26,0.48,0.4478,0,0.9727622705564187,1030.0,0.5850599999999999
2011-03-07,1,0,3,13,0,1,1,1,0.32,0.2879,0.36,0.3881,70,70,03-07,Medium Wind,Medium Humidity,0.30395,Low Temp,Afternoon,0,-0.03210000000000002,0.06940500000000001,0.3,0.42,0.4179,0,0.9727622705564187,1021.0,0.4366125
2011-03-07,1,0,3,14,0,1,1,1,0.32,0.2879,0.36,0.4179,77,77,03-07,Medium Wind,Medium Humidity,0.30395,Low Temp,Afternoon,0,-0.03210000000000002,0.070895,0.32,0.36,0.3881,0,0.9727622705564187,993.0,0.4701375
2011-03-07,1,0,3,15,0,1,1,1,0.34,0.303,0.31,0.3881,96,96,03-07,Medium Wind,Low Humidity,0.3215,Low Temp,Afternoon,0,-0.03700000000000003,0.06890500000000001,0.32,0.36,0.4179,0,0.9727622705564187,1050.0,0.35385588235294113
2011-03-07,1,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582,122,122,03-07,Medium Wind,Low Humidity,0.3215,Low Temp,Afternoon,0,-0.03700000000000003,0.06741,0.34,0.31,0.3881,0,0.9727622705564187,1165.0,0.3265941176470588
2011-03-07,1,0,3,17,0,1,1,1,0.34,0.303,0.29,0.3582,233,233,03-07,Medium Wind,Low Humidity,0.3215,Low Temp,Afternoon,1,-0.03700000000000003,0.06641,0.34,0.31,0.3582,0,0.9727622705564187,1387.0,0.3055235294117647
2011-03-07,1,0,3,18,0,1,1,1,0.32,0.303,0.31,0.2239,233,233,03-07,Low Wind,Low Humidity,0.3115,Low Temp,Evening,0,-0.017000000000000015,0.058695,0.34,0.29,0.3582,1,0.9727622705564187,1595.0,0.216903125
2011-03-07,1,0,3,19,0,1,1,1,0.3,0.2879,0.33,0.2239,145,145,03-07,Low Wind,Low Humidity,0.29395,Low Temp,Evening,0,-0.0121,0.057694999999999996,0.32,0.31,0.2239,0,0.9727622705564187,1717.0,0.24628999999999998
2011-03-07,1,0,3,20,0,1,1,1,0.3,0.303,0.33,0.1642,92,92,03-07,Low Wind,Low Humidity,0.3015,Low Temp,Evening,0,0.0030000000000000027,0.05471,0.3,0.33,0.2239,0,0.9727622705564187,1798.0,0.18062000000000003
2011-03-07,1,0,3,21,0,1,1,1,0.28,0.2727,0.38,0.2239,54,54,03-07,Low Wind,Medium Humidity,0.27635,Low Temp,Evening,0,-0.007300000000000029,0.05819500000000001,0.3,0.33,0.1642,0,0.9727622705564187,1841.0,0.30386428571428564
2011-03-07,1,0,3,22,0,1,1,1,0.26,0.2576,0.48,0.1642,35,35,03-07,Low Wind,Medium Humidity,0.25880000000000003,Low Temp,Evening,0,-0.0024000000000000132,0.058210000000000005,0.28,0.38,0.2239,0,0.9727622705564187,1869.0,0.3031384615384615
2011-03-07,1,0,3,23,0,1,1,1,0.28,0.3182,0.48,0.0,22,22,03-07,Low Wind,Medium Humidity,0.29910000000000003,Low Temp,Evening,0,0.038199999999999956,0.052000000000000005,0.26,0.48,0.1642,1,0.9727622705564187,1881.0,0.0
2011-03-08,1,0,3,0,0,2,1,1,0.26,0.2879,0.48,0.0896,10,10,03-08,Low Wind,Medium Humidity,0.27395,Low Temp,Early Morning,0,0.02789999999999998,0.05448,0.28,0.48,0.0,0,0.9727622705564187,1882.0,0.1654153846153846
2011-03-08,1,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,4,4,03-08,Low Wind,Medium Humidity,0.2412,Low Temp,Early Morning,0,0.0024000000000000132,0.056715,0.26,0.48,0.0896,0,0.9727622705564187,1882.0,0.29098333333333337
2011-03-08,1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1,1,03-08,Low Wind,Medium Humidity,0.2412,Low Temp,Early Morning,0,0.0024000000000000132,0.056715,0.24,0.52,0.1343,0,0.9727622705564187,1881.0,0.29098333333333337
2011-03-08,1,0,3,3,0,2,1,1,0.24,0.2576,0.52,0.0896,7,7,03-08,Low Wind,Medium Humidity,0.2488,Low Temp,Early Morning,0,0.017600000000000005,0.05448,0.24,0.52,0.1343,0,0.9727622705564187,1887.0,0.19413333333333335
2011-03-08,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,0.0,2,2,03-08,Low Wind,Medium Humidity,0.24635,Low Temp,Early Morning,0,0.0527,0.054000000000000006,0.24,0.52,0.0896,1,0.9727622705564187,1888.0,0.0
2011-03-08,1,0,3,5,0,2,1,1,0.2,0.2273,0.69,0.1045,10,10,03-08,Low Wind,High Humidity,0.21365,Low Temp,Early Morning,0,0.02729999999999999,0.059725,0.22,0.64,0.0,1,0.9727622705564187,1897.0,0.36052499999999993
2011-03-08,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,0.0,45,45,03-08,Low Wind,Medium Humidity,0.2288,Low Temp,Morning,0,0.057599999999999985,0.0495,0.2,0.69,0.1045,1,0.9727622705564187,1908.0,0.0
2011-03-08,1,0,3,7,0,2,1,1,0.18,0.197,0.64,0.1343,128,128,03-08,Low Wind,Medium Humidity,0.1885,Low Temp,Morning,0,0.017000000000000015,0.056715,0.2,0.59,0.0,1,0.9727622705564187,1945.0,0.4775111111111111
2011-03-08,1,0,3,8,0,2,1,1,0.22,0.2273,0.55,0.194,257,257,03-08,Low Wind,Medium Humidity,0.22365000000000002,Low Temp,Morning,1,0.007300000000000001,0.0592,0.18,0.64,0.1343,0,0.9727622705564187,1991.0,0.4850000000000001
2011-03-08,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,151,151,03-08,Low Wind,Medium Humidity,0.25880000000000003,Low Temp,Morning,0,-0.0024000000000000132,0.05471,0.22,0.55,0.194,1,0.9727622705564187,2008.0,0.25893076923076924
2011-03-08,1,0,3,10,0,2,1,2,0.3,0.2879,0.33,0.194,71,71,03-08,Low Wind,Low Humidity,0.29395,Low Temp,Morning,0,-0.0121,0.1124,0.26,0.41,0.1642,0,0.9727622705564187,2021.0,0.21340000000000003
2011-03-08,1,0,3,11,0,2,1,2,0.36,0.3485,0.25,0.1642,78,78,03-08,Low Wind,Low Humidity,0.35424999999999995,Medium Temp,Morning,0,-0.01150000000000001,0.11342,0.3,0.33,0.194,0,0.9727622705564187,2039.0,0.1140277777777778
2011-03-08,1,0,3,12,0,2,1,2,0.36,0.3788,0.23,0.0,99,99,03-08,Low Wind,Low Humidity,0.3694,Medium Temp,Afternoon,0,0.01880000000000004,0.095,0.36,0.25,0.1642,1,0.9727622705564187,2042.0,0.0
2011-03-08,1,0,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,98,98,03-08,Low Wind,Low Humidity,0.38695,Medium Temp,Afternoon,0,0.013899999999999968,0.11145000000000001,0.36,0.23,0.0,1,0.9727622705564187,2070.0,0.06874999999999999
2011-03-08,1,0,3,14,0,2,1,2,0.38,0.3939,0.2,0.0,72,72,03-08,Low Wind,Low Humidity,0.38695,Medium Temp,Afternoon,0,0.013899999999999968,0.09600000000000002,0.38,0.25,0.1045,1,0.9727622705564187,2065.0,0.0
2011-03-08,1,0,3,15,0,2,1,2,0.36,0.3788,0.18,0.0,112,112,03-08,Low Wind,Low Humidity,0.3694,Medium Temp,Afternoon,0,0.01880000000000004,0.09,0.38,0.2,0.0,0,0.9727622705564187,2081.0,0.0
2011-03-08,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,108,108,03-08,Low Wind,Low Humidity,0.38695,Medium Temp,Afternoon,0,0.013899999999999968,0.059710000000000006,0.36,0.18,0.0,1,0.9727622705564187,2067.0,0.11666842105263159
2011-03-08,1,0,3,17,0,2,1,1,0.36,0.3485,0.27,0.2239,248,248,03-08,Low Wind,Low Humidity,0.35424999999999995,Medium Temp,Afternoon,1,-0.01150000000000001,0.060695,0.38,0.27,0.1642,0,0.9727622705564187,2082.0,0.16792500000000002
2011-03-08,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194,235,235,03-08,Low Wind,Low Humidity,0.33665,Medium Temp,Evening,0,-0.006700000000000039,0.0572,0.36,0.27,0.2239,0,0.9727622705564187,2084.0,0.15405882352941178
2011-03-08,1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,150,150,03-08,Low Wind,Low Humidity,0.34425,Medium Temp,Evening,0,0.008499999999999952,0.054725,0.34,0.27,0.194,0,0.9727622705564187,2089.0,0.09527941176470588
2011-03-08,1,0,3,20,0,2,1,1,0.32,0.3333,0.39,0.0896,76,76,03-08,Low Wind,Medium Humidity,0.32665,Low Temp,Evening,0,0.013299999999999979,0.05598,0.34,0.31,0.1045,0,0.9727622705564187,2073.0,0.1092
2011-03-08,1,0,3,21,0,2,1,1,0.3,0.2879,0.49,0.194,75,75,03-08,Low Wind,Medium Humidity,0.29395,Low Temp,Evening,0,-0.0121,0.06420000000000001,0.32,0.39,0.0896,1,0.9727622705564187,2094.0,0.3168666666666667
2011-03-08,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,55,55,03-08,Low Wind,Medium Humidity,0.29395,Low Temp,Evening,0,-0.0121,0.065695,0.3,0.49,0.194,0,0.9727622705564187,2114.0,0.3657033333333333
2011-03-08,1,0,3,23,0,2,1,1,0.28,0.2727,0.61,0.194,41,41,03-08,Low Wind,Medium Humidity,0.27635,Low Temp,Evening,0,-0.007300000000000029,0.06820000000000001,0.3,0.49,0.2239,1,0.9727622705564187,2133.0,0.4226428571428571
2011-03-09,1,0,3,0,0,3,1,1,0.26,0.2879,0.65,0.0896,9,9,03-09,Low Wind,Medium Humidity,0.27395,Low Temp,Early Morning,0,0.02789999999999998,0.06298000000000001,0.28,0.61,0.194,1,0.9727622705564187,2132.0,0.224
2011-03-09,1,0,3,1,0,3,1,1,0.26,0.2727,0.52,0.1343,4,4,03-09,Low Wind,Medium Humidity,0.26635,Low Temp,Early Morning,0,0.012699999999999989,0.058715,0.26,0.65,0.0896,1,0.9727622705564187,2132.0,0.2686
2011-03-09,1,0,3,2,0,3,1,1,0.26,0.2727,0.52,0.1343,2,2,03-09,Low Wind,Medium Humidity,0.26635,Low Temp,Early Morning,0,0.012699999999999989,0.058715,0.26,0.52,0.1343,0,0.9727622705564187,2133.0,0.2686
2011-03-09,1,0,3,3,0,3,1,1,0.24,0.2576,0.7,0.0896,3,3,03-09,Low Wind,High Humidity,0.2488,Low Temp,Early Morning,0,0.017600000000000005,0.06348,0.26,0.52,0.1343,1,0.9727622705564187,2129.0,0.26133333333333336
2011-03-09,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,2,2,03-09,Low Wind,High Humidity,0.2488,Low Temp,Early Morning,0,0.017600000000000005,0.066725,0.24,0.7,0.0896,0,0.9727622705564187,2129.0,0.32656250000000003
2011-03-09,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343,8,8,03-09,Low Wind,High Humidity,0.2412,Low Temp,Early Morning,0,0.0024000000000000132,0.14243,0.24,0.75,0.1045,0,0.9727622705564187,2127.0,0.4532625
2011-03-09,1,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045,49,49,03-09,Low Wind,High Humidity,0.2488,Low Temp,Morning,0,0.017600000000000005,0.14345000000000002,0.24,0.81,0.1343,0,0.9727622705564187,2131.0,0.3701041666666666
2011-03-09,1,0,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642,141,141,03-09,Low Wind,High Humidity,0.2412,Low Temp,Morning,0,0.0024000000000000132,0.15142,0.24,0.85,0.1045,0,0.9727622705564187,2144.0,0.595225
2011-03-09,1,0,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343,249,249,03-09,Low Wind,High Humidity,0.2412,Low Temp,Morning,1,0.0024000000000000132,0.14843,0.24,0.87,0.1642,0,0.9727622705564187,2136.0,0.48683750000000003
2011-03-09,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,141,141,03-09,Low Wind,High Humidity,0.2512,Low Temp,Morning,0,-0.017600000000000005,0.16437000000000002,0.24,0.87,0.1343,1,0.9727622705564187,2126.0,0.8489192307692306
2011-03-09,1,0,3,10,0,3,1,2,0.3,0.2879,0.75,0.2537,57,57,03-09,Low Wind,High Humidity,0.29395,Low Temp,Morning,0,-0.0121,0.16037,0.26,0.87,0.2537,1,0.9727622705564187,2112.0,0.63425
2011-03-09,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881,59,59,03-09,Medium Wind,High Humidity,0.30395,Low Temp,Morning,0,-0.03210000000000002,0.17881000000000002,0.3,0.75,0.2537,1,0.9727622705564187,2093.0,0.9217375
2011-03-09,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,98,98,03-09,Low Wind,High Humidity,0.3115,Low Temp,Afternoon,0,-0.017000000000000015,0.16537000000000002,0.32,0.76,0.3881,1,0.9727622705564187,2092.0,0.6025375
2011-03-09,1,0,3,13,0,3,1,2,0.32,0.2879,0.76,0.3582,99,99,03-09,Medium Wind,High Humidity,0.30395,Low Temp,Afternoon,0,-0.03210000000000002,0.17582000000000003,0.32,0.76,0.2537,1,0.9727622705564187,2093.0,0.8507250000000001
2011-03-09,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985,71,71,03-09,Low Wind,High Humidity,0.3215,Low Temp,Afternoon,0,-0.03700000000000003,0.17385,0.32,0.76,0.3582,0,0.9727622705564187,2092.0,0.667235294117647
2011-03-09,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,79,79,03-09,Low Wind,High Humidity,0.34665,Medium Temp,Afternoon,0,-0.0267,0.17285,0.34,0.76,0.2985,0,0.9727622705564187,2059.0,0.5887083333333333
2011-03-09,1,0,3,16,0,3,1,2,0.34,0.303,0.76,0.3284,112,112,03-09,Low Wind,High Humidity,0.3215,Low Temp,Afternoon,0,-0.03700000000000003,0.17684000000000002,0.36,0.71,0.2985,0,0.9727622705564187,2063.0,0.7340705882352941
2011-03-09,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985,194,194,03-09,Low Wind,High Humidity,0.3215,Low Temp,Afternoon,1,-0.03700000000000003,0.17385,0.34,0.76,0.3284,0,0.9727622705564187,2009.0,0.667235294117647
2011-03-09,1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,188,188,03-09,Low Wind,High Humidity,0.3291,Low Temp,Evening,0,-0.02180000000000004,0.16937000000000002,0.34,0.76,0.2985,0,0.9727622705564187,1962.0,0.5670941176470587
2011-03-09,1,0,3,19,0,3,1,2,0.34,0.303,0.76,0.3284,134,134,03-09,Low Wind,High Humidity,0.3215,Low Temp,Evening,0,-0.03700000000000003,0.17684000000000002,0.34,0.76,0.2537,0,0.9727622705564187,1946.0,0.7340705882352941
2011-03-09,1,0,3,20,0,3,1,2,0.32,0.3182,0.87,0.194,91,91,03-09,Low Wind,High Humidity,0.3191,Low Temp,Evening,0,-0.0018000000000000238,0.17040000000000002,0.34,0.76,0.3284,1,0.9727622705564187,1961.0,0.5274375
2011-03-09,1,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284,62,62,03-09,Low Wind,High Humidity,0.3115,Low Temp,Evening,0,-0.017000000000000015,0.18984000000000004,0.32,0.87,0.194,1,0.9727622705564187,1948.0,0.9544125
2011-03-09,1,0,3,22,0,3,1,3,0.32,0.3182,0.93,0.1642,21,21,03-09,Low Wind,High Humidity,0.3191,Low Temp,Evening,0,-0.0018000000000000238,0.26013000000000003,0.32,0.93,0.3284,1,0.9727622705564187,1914.0,0.47720625
2011-03-09,1,0,3,23,0,3,1,3,0.34,0.3333,0.93,0.194,18,18,03-09,Low Wind,High Humidity,0.33665,Medium Temp,Evening,0,-0.006700000000000039,0.2706,0.32,0.93,0.1642,0,0.9727622705564187,1891.0,0.5306470588235295
2011-03-10,1,0,3,0,0,4,1,3,0.34,0.3182,0.0,0.2537,3,3,03-10,Low Wind,Low Humidity,0.3291,Low Temp,Early Morning,0,-0.02180000000000004,0.140055,0.34,0.93,0.194,1,0.9727622705564187,1885.0,0.0
2011-03-10,1,0,3,1,0,4,1,3,0.34,0.3182,0.0,0.2537,2,2,03-10,Low Wind,Low Humidity,0.3291,Low Temp,Early Morning,0,-0.02180000000000004,0.140055,0.34,0.0,0.2537,0,0.9727622705564187,1883.0,0.0
2011-03-10,1,0,3,2,0,4,1,3,0.34,0.3182,0.0,0.2537,1,1,03-10,Low Wind,Low Humidity,0.3291,Low Temp,Early Morning,0,-0.02180000000000004,0.140055,0.34,0.0,0.2537,0,0.9727622705564187,1882.0,0.0
2011-03-10,1,0,3,5,0,4,1,3,0.36,0.3485,0.0,0.194,3,3,03-10,Low Wind,Low Humidity,0.35424999999999995,Medium Temp,Early Morning,0,-0.01150000000000001,0.1371,0.34,0.0,0.2537,0,0.9727622705564187,1882.0,0.0
2011-03-10,1,0,3,6,0,4,1,3,0.36,0.3333,0.0,0.3284,12,12,03-10,Low Wind,Low Humidity,0.34665,Medium Temp,Morning,0,-0.0267,0.15726,0.36,0.0,0.194,1,0.9727622705564187,1892.0,0.0
2011-03-10,1,0,3,7,0,4,1,3,0.38,0.3939,0.0,0.2239,37,37,03-10,Low Wind,Low Humidity,0.38695,Medium Temp,Morning,0,0.013899999999999968,0.147585,0.36,0.0,0.3284,1,0.9727622705564187,1921.0,0.0
2011-03-10,1,0,3,8,0,4,1,3,0.38,0.3939,0.0,0.2836,44,44,03-10,Low Wind,Low Humidity,0.38695,Medium Temp,Morning,1,0.013899999999999968,0.15653999999999998,0.38,0.0,0.2239,0,0.9727622705564187,1916.0,0.0
2011-03-10,1,0,3,9,0,4,1,3,0.4,0.4091,0.0,0.2239,24,24,03-10,Low Wind,Low Humidity,0.40455,Medium Temp,Morning,0,0.009099999999999997,0.153585,0.38,0.0,0.2836,0,0.9727622705564187,1799.0,0.0
2011-03-10,1,0,3,10,0,4,1,3,0.4,0.4091,0.0,0.1642,17,17,03-10,Low Wind,Low Humidity,0.40455,Medium Temp,Morning,0,0.009099999999999997,0.14463,0.4,0.0,0.2239,0,0.9727622705564187,1567.0,0.0
2011-03-10,1,0,3,11,0,4,1,3,0.4,0.4091,0.0,0.2537,11,11,03-10,Low Wind,Low Humidity,0.40455,Medium Temp,Morning,0,0.009099999999999997,0.158055,0.4,0.0,0.1642,0,0.9727622705564187,1437.0,0.0
2011-03-10,1,0,3,12,0,4,1,3,0.42,0.4242,0.0,0.2239,34,34,03-10,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Afternoon,0,0.004200000000000037,0.159585,0.4,0.0,0.2537,0,0.9727622705564187,1414.0,0.0
2011-03-10,1,0,3,13,0,4,1,3,0.42,0.4242,0.0,0.2239,12,12,03-10,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Afternoon,0,0.004200000000000037,0.159585,0.42,0.0,0.2239,0,0.9727622705564187,1367.0,0.0
2011-03-10,1,0,3,14,0,4,1,3,0.44,0.4394,0.0,0.2985,12,12,03-10,Low Wind,Low Humidity,0.4397,Medium Temp,Afternoon,0,-0.0005999999999999894,0.17677500000000002,0.42,0.0,0.2239,0,0.9727622705564187,1281.0,0.0
2011-03-10,1,0,3,15,0,4,1,3,0.44,0.4394,0.0,0.2239,14,14,03-10,Low Wind,Low Humidity,0.4397,Medium Temp,Afternoon,0,-0.0005999999999999894,0.165585,0.44,0.0,0.2985,0,0.9727622705564187,1196.0,0.0
2011-03-10,1,0,3,16,0,4,1,3,0.42,0.4242,0.0,0.2537,21,21,03-10,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Afternoon,0,0.004200000000000037,0.164055,0.44,0.0,0.2239,0,0.9727622705564187,1146.0,0.0
2011-03-10,1,0,3,17,0,4,1,2,0.44,0.4394,0.0,0.3881,111,111,03-10,Medium Wind,Low Humidity,0.4397,Medium Temp,Afternoon,1,-0.0005999999999999894,0.12681,0.42,0.0,0.2537,1,0.9727622705564187,1178.0,0.0
2011-03-10,1,0,3,18,0,4,1,3,0.44,0.4394,0.0,0.3582,82,82,03-10,Medium Wind,Low Humidity,0.4397,Medium Temp,Evening,0,-0.0005999999999999894,0.18573,0.44,0.0,0.3881,0,0.9727622705564187,1148.0,0.0
2011-03-10,1,0,3,19,0,4,1,3,0.44,0.4394,0.0,0.5821,56,56,03-10,Medium Wind,Low Humidity,0.4397,Medium Temp,Evening,0,-0.0005999999999999894,0.21931499999999998,0.44,0.0,0.3582,1,0.9727622705564187,1010.0,0.0
2011-03-10,1,0,3,20,0,4,1,3,0.36,0.3333,0.0,0.3284,38,38,03-10,Low Wind,Low Humidity,0.34665,Medium Temp,Evening,0,-0.0267,0.15726,0.44,0.0,0.5821,1,0.9727622705564187,860.0,0.0
2011-03-10,1,0,3,21,0,4,1,3,0.36,0.3485,0.0,0.2239,28,28,03-10,Low Wind,Low Humidity,0.35424999999999995,Medium Temp,Evening,0,-0.01150000000000001,0.141585,0.36,0.0,0.3284,1,0.9727622705564187,754.0,0.0
2011-03-10,1,0,3,22,0,4,1,2,0.34,0.3333,0.0,0.1343,34,34,03-10,Low Wind,Low Humidity,0.33665,Medium Temp,Evening,0,-0.006700000000000039,0.08143,0.36,0.0,0.2239,0,0.9727622705564187,697.0,0.0
2011-03-10,1,0,3,23,0,4,1,3,0.34,0.3485,0.0,0.0896,27,27,03-10,Low Wind,Low Humidity,0.34425,Medium Temp,Evening,0,0.008499999999999952,0.11544,0.34,0.0,0.1343,0,0.9727622705564187,662.0,0.0
2011-03-11,1,0,3,0,0,5,1,2,0.34,0.3485,1.0,0.0896,6,6,03-11,Low Wind,High Humidity,0.34425,Medium Temp,Early Morning,0,0.008499999999999952,0.17696,0.34,0.0,0.0896,1,0.9727622705564187,647.0,0.26352941176470585
2011-03-11,1,0,3,1,0,5,1,3,0.34,0.3485,1.0,0.1045,8,8,03-11,Low Wind,High Humidity,0.34425,Medium Temp,Early Morning,0,0.008499999999999952,0.267675,0.34,1.0,0.0896,0,0.9727622705564187,637.0,0.30735294117647055
2011-03-11,1,0,3,2,0,5,1,3,0.34,0.3485,1.0,0.1045,5,5,03-11,Low Wind,High Humidity,0.34425,Medium Temp,Early Morning,0,0.008499999999999952,0.267675,0.34,1.0,0.1045,0,0.9727622705564187,639.0,0.30735294117647055
2011-03-11,1,0,3,3,0,5,1,2,0.32,0.3333,0.93,0.0896,2,2,03-11,Low Wind,High Humidity,0.32665,Low Temp,Early Morning,0,0.013299999999999979,0.16596000000000002,0.34,1.0,0.1045,0,0.9727622705564187,639.0,0.26039999999999996
2011-03-11,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239,7,7,03-11,Low Wind,High Humidity,0.29395,Low Temp,Early Morning,0,-0.0121,0.081695,0.32,0.93,0.0896,1,0.9727622705564187,645.0,0.60453
2011-03-11,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,32,32,03-11,Low Wind,High Humidity,0.2512,Low Temp,Morning,0,-0.017600000000000005,0.08068,0.3,0.81,0.2239,0,0.9727622705564187,674.0,0.883523076923077
2011-03-11,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.194,114,114,03-11,Low Wind,High Humidity,0.25880000000000003,Low Temp,Morning,0,-0.0024000000000000132,0.0707,0.26,0.81,0.2836,1,0.9727622705564187,776.0,0.5223076923076923
2011-03-11,1,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537,259,259,03-11,Low Wind,High Humidity,0.27635,Low Temp,Morning,1,-0.007300000000000029,0.075685,0.26,0.7,0.194,0,0.9727622705564187,998.0,0.6342499999999999
2011-03-11,1,0,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836,156,156,03-11,Low Wind,Medium Humidity,0.29395,Low Temp,Morning,0,-0.0121,0.14936,0.28,0.7,0.2537,0,0.9727622705564187,1110.0,0.5766533333333334
2011-03-11,1,0,3,10,0,5,1,2,0.32,0.303,0.57,0.2985,78,78,03-11,Low Wind,Medium Humidity,0.3115,Low Temp,Morning,0,-0.017000000000000015,0.15084999999999998,0.3,0.61,0.2836,0,0.9727622705564187,1164.0,0.5317031249999999
2011-03-11,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,81,81,03-11,Low Wind,Medium Humidity,0.3115,Low Temp,Morning,0,-0.017000000000000015,0.15084999999999998,0.32,0.57,0.2985,0,0.9727622705564187,1228.0,0.5317031249999999
2011-03-11,1,0,3,12,0,5,1,2,0.34,0.3182,0.53,0.2537,111,111,03-11,Low Wind,Medium Humidity,0.3291,Low Temp,Afternoon,0,-0.02180000000000004,0.14637,0.32,0.57,0.2985,0,0.9727622705564187,1328.0,0.39547352941176467
